Transaction_ID,Date,Region,Product_Variant,Channel,Unit_Price,Units_Sold,Marketing_Spend,Logistics_Delay,Customer_Score
10001,2023-08-19 20:49:39.828943640,TH-NORTH,EnergyShot,extreme sports,35.49080237694725,175378,159339.26565926796,36,51
10002,2023-12-17 01:11:46.372912140,ASIA-PACIFIC,Sugarfree,extreme sports,47.01428612819832,255259,217964.0704406977,5,47
10003,2023-05-10 23:53:46.311749414,TH-EAST,Sugarfree,f1 sponsorship,42.6398788362281,70948,75497.13602804924,64,4
10004,2023-08-07 00:05:26.468154764,TH-NORTH,Original,f1 sponsorship,39.97316968394073,233937,210041.26953671582,5,7
10005,2024-08-15 21:44:20.957006824,ASIA-PACIFIC,Original,TV Ad,31.12037280884873,256841,222601.80921344538,49,35
10006,2024-11-14 23:55:03.424616608,TH-SOUTH,Sugarfree,TV Ad,31.119890406724053,77161,80137.49740016676,21,48
10007,2024-11-03 07:07:03.311375648,TH-SOUTH,EnergyShot,f1 sponsorship,29.161672243363988,258375,220318.86386084382,87,73
10008,2025-05-30 13:15:06.836322464,USA-EAST,Original,f1 sponsorship,45.3235229154987,283556,248290.71356855842,24,72
10009,2024-06-12 04:47:43.627312064,USA-EAST,EnergyShot,extreme sports,40.022300234864176,223659,195367.7662096475,78,45
10010,2023-04-20 20:52:57.645822746,USA-WEST,Original,TV Ad,42.161451555920905,227214,206953.9363649976,71,81
10011,2024-11-28 05:43:04.036996152,TH-EAST,Sugarfree,Social Media,28.411689885916047,299250,248883.0535117747,50,81
10012,2025-06-07 05:16:43.089171376,USA-WEST,Sugarfree,extreme sports,47.39819704323989,190787,171096.25010518907,87,97
10013,2023-10-02 00:52:00.975404852,USA-WEST,Original,extreme sports,44.648852816008436,99959,111577.27640324988,47,96
10014,2023-09-20 00:37:25.927433840,USA-WEST,Original,TV Ad,32.246782213565524,248815,217506.16681521112,69,72
10015,2024-08-07 23:00:19.915361752,TH-SOUTH,Original,f1 sponsorship,31.636499344142013,188029,172897.15550232626,64,19
10016,2024-10-26 11:27:35.460128256,EUROPE-EU,EnergyShot,TV Ad,31.668090197068675,104573,166239.08474419132,59,63
10017,2025-03-29 11:40:43.944466840,TH-SOUTH,Sugarfree,in-store promo,34.08484485919075,101147,100727.11110280766,45,38
10018,2024-09-04 19:29:09.071810384,USA-EAST,EnergyShot,Social Media,38.49512863264476,232482,201266.85391657733,35,67
10019,2024-01-28 09:06:52.184175252,TH-EAST,Original,f1 sponsorship,36.638900372842315,53353,66333.45517201925,57,59
10020,2024-06-17 02:45:21.953354976,ASIA-PACIFIC,EnergyShot,Social Media,33.82458280396084,278991,234857.41415893225,75,69
10021,2024-02-03 18:05:12.135912440,USA-WEST,Sugarfree,Social Media,40.23705789444759,118438,115164.69215409695,37,13
10022,2024-10-24 03:37:31.331562928,TH-EAST,Sugarfree,extreme sports,30.789877213040835,72010,75554.93055799809,10,47
10023,2025-11-16 20:17:12.497332320,TH-EAST,Sugarfree,Social Media,33.84289297070436,148395,138473.30662048375,11,61
10024,2024-04-04 19:38:10.778490504,TH-NORTH,Sugarfree,TV Ad,35.327236865873836,52646,58493.98185130663,41,31
10025,2024-10-06 01:43:25.535416264,TH-CENTRAL,Sugarfree,Social Media,37.121399684340716,212427,186925.23885299327,38,80
10026,2025-07-29 04:27:43.510531504,USA-WEST,Sugarfree,Social Media,43.70351922786027,272843,230541.10208907124,70,96
10027,2023-02-22 13:45:15.531746501,ASIA-PACIFIC,EnergyShot,extreme sports,31.993475643167194,254402,217452.60142770174,10,22
10028,2023-02-13 08:06:58.625995909,TH-NORTH,Sugarfree,in-store promo,38.28468876827223,72259,75473.89468957622,35,93
10029,2024-04-14 12:26:01.510818304,USA-WEST,Original,f1 sponsorship,39.84829137724085,61016,75254.22742154637,51,86
10030,2025-10-24 17:16:21.239991088,ASIA-PACIFIC,Original,extreme sports,28.929008254399953,244136,212686.89646485282,30,43
10031,2025-12-17 05:20:56.365073584,TH-NORTH,EnergyShot,f1 sponsorship,40.150897038028766,279547,234850.85492062318,32,67
10032,2025-07-06 05:51:31.021516432,ASIA-PACIFIC,Sugarfree,extreme sports,31.41048247374583,153122,142133.96596669784,12,54
10033,2024-10-15 19:17:36.666149296,TH-NORTH,Sugarfree,Social Media,29.30103185970559,162623,149794.2233827532,17,10
10034,2025-05-05 04:57:01.212820640,USA-EAST,Sugarfree,f1 sponsorship,46.977710745066666,116919,113652.40827714518,40,42
10035,2023-06-23 03:49:21.625633256,ASIA-PACIFIC,Original,extreme sports,47.31264066149119,253255,228853.0236512828,57,64
10036,2023-05-01 00:23:02.076349580,USA-WEST,Sugarfree,f1 sponsorship,44.167946962329225,200875,178980.58105847117,55,21
10037,2025-07-17 11:23:22.266444784,USA-WEST,EnergyShot,TV Ad,34.09227538346741,110373,107650.3154334737,23,80
10038,2025-03-19 11:51:13.153686976,USA-EAST,EnergyShot,TV Ad,29.95344228012768,112562,109756.57421085032,72,76
10039,2025-11-27 08:07:44.077441872,USA-EAST,Sugarfree,Social Media,41.684660530243136,269985,228240.01461272046,30,66
10040,2023-12-15 11:55:25.723197180,USA-WEST,Original,f1 sponsorship,36.80304987479202,38533,52726.80478116429,54,41
10041,2023-02-25 11:12:59.524885682,ASIA-PACIFIC,EnergyShot,in-store promo,30.440764696895577,118171,114545.31454532768,9,24
10042,2025-11-18 08:58:37.736270480,ASIA-PACIFIC,Original,f1 sponsorship,37.903538202225405,168233,160871.3362432738,59,35
10043,2024-02-10 12:26:21.347886968,TH-NORTH,EnergyShot,TV Ad,28.687770422304368,77048,79643.49241986492,1,56
10044,2023-11-10 05:55:56.023355884,ASIA-PACIFIC,EnergyShot,TV Ad,46.186408041575646,64024,68419.75083991796,14,30
10045,2023-10-29 04:08:58.737967752,TH-CENTRAL,Sugarfree,in-store promo,33.17559963200034,248756,213055.266218112,2,57
10046,2023-10-14 14:38:21.803304340,TH-CENTRAL,Sugarfree,in-store promo,41.25044568707964,270944,228880.87772970146,42,94
10047,2024-11-13 08:22:13.900546144,EUROPE-EU,Sugarfree,Social Media,34.23422152178822,155671,214721.2841596379,30,47
10048,2023-11-05 13:10:45.203601792,TH-NORTH,Original,TV Ad,38.40136042355621,262238,229757.57794746954,69,35
10049,2024-04-29 06:03:03.766381664,EUROPE-EU,Original,Social Media,38.934205586865595,166422,160622.39421167428,66,19
10050,2025-02-14 17:29:47.246200728,TH-EAST,Sugarfree,f1 sponsorship,31.69708911051054,246780,212451.62419806837,55,8
10051,2025-09-29 01:58:27.351425680,TH-EAST,Sugarfree,in-store promo,47.39169255529117,132867,126808.52767822008,62,26
10052,2025-08-27 15:00:18.188647024,EUROPE-EU,Sugarfree,Social Media,43.502656467222295,168475,183253.5722958077,74,71
10053,2025-02-04 18:20:10.897991800,TH-SOUTH,Original,Social Media,46.78997883128378,281264,247767.1062778329,14,30
10054,2024-08-29 13:48:58.202729328,USA-WEST,EnergyShot,TV Ad,45.89654700855297,94349,95145.54476782549,9,7
10055,2023-12-06 07:03:46.305594452,ASIA-PACIFIC,EnergyShot,Social Media,39.9579995762217,135228,127979.94925821612,37,67
10056,2023-05-29 09:45:48.557263572,TH-SOUTH,Sugarfree,TV Ad,46.437484700462335,157863,146009.47546201712,46,65
10057,2024-07-23 11:27:35.148155272,TH-EAST,Sugarfree,extreme sports,29.76985004103839,73837,77603.09740401035,56,36
10058,2025-08-15 20:31:50.823186256,EUROPE-EU,EnergyShot,extreme sports,31.919657248382904,28957,66207.72209301135,49,25
10059,2025-09-14 04:36:55.336064112,TH-CENTRAL,Sugarfree,extreme sports,28.90454577821076,251812,215944.5732643249,70,37
10060,2023-05-21 07:17:38.832770382,TH-SOUTH,Original,extreme sports,34.506606615265284,287623,245358.87456551724,14,1
10061,2023-08-13 19:31:00.050389440,EUROPE-EU,Original,in-store promo,35.77354579378964,100359,130945.01276593174,17,15
10062,2023-09-24 05:25:10.205360120,TH-NORTH,EnergyShot,extreme sports,33.42698063547792,62210,67529.96723893065,81,37
10063,2024-11-01 01:51:02.182062520,TH-CENTRAL,EnergyShot,in-store promo,44.57475018303859,57311,63162.3521381153,87,13
10064,2023-10-20 16:03:12.454945264,ASIA-PACIFIC,Original,extreme sports,35.135066533871786,262932,228263.64127205973,1,8
10065,2024-08-17 03:08:25.829295400,USA-EAST,Sugarfree,f1 sponsorship,33.61869019374762,152933,142762.849945536,83,5
10066,2024-04-27 11:20:58.372092760,USA-EAST,EnergyShot,TV Ad,38.85392166316497,117843,114005.46331247839,42,60
10067,2023-10-25 18:44:12.504599380,USA-WEST,Original,in-store promo,30.818484499495252,152636,145292.2542478799,25,73
10068,2024-07-22 02:58:06.533013208,USA-WEST,Original,TV Ad,44.043939615080795,102798,113660.81893846946,70,1
10069,2025-02-01 23:51:28.255588992,TH-CENTRAL,EnergyShot,f1 sponsorship,29.491012873595416,160110,147807.155061524,37,36
10070,2024-10-28 18:26:13.834717896,TH-EAST,EnergyShot,Social Media,47.73773873201034,260683,221911.27938358736,41,35
10071,2023-02-01 14:37:15.344256684,TH-EAST,Original,Social Media,43.44489538593315,174353,168460.27421241914,4,66
10072,2025-12-11 02:04:46.147958448,TH-NORTH,EnergyShot,Social Media,31.974313630683447,215472,188930.7545620351,10,63
10073,2024-11-25 04:01:03.251653976,EUROPE-EU,Sugarfree,in-store promo,28.110442342472048,22450,122934.13524686731,64,23
10074,2023-11-28 11:44:41.964344832,EUROPE-EU,Original,f1 sponsorship,44.30922856909668,105459,197701.17570210376,33,9
10075,2023-09-17 02:43:27.167648972,USA-EAST,Sugarfree,f1 sponsorship,42.13714687695234,207688,183323.41697587445,0,34
10076,2023-02-01 22:34:49.258343345,TH-NORTH,EnergyShot,TV Ad,42.58014336081975,69731,73912.3995504113,82,46
10077,2024-01-13 12:11:54.562631776,USA-WEST,Sugarfree,extreme sports,43.42540693371892,182745,164528.57062311692,1,78
10078,2025-06-05 08:34:25.011298496,EUROPE-EU,EnergyShot,in-store promo,29.480893034681806,94997,101348.69926195161,84,4
10079,2023-09-09 14:41:52.022192796,TH-EAST,Original,TV Ad,35.169314570885454,238257,210819.13392671855,19,30
10080,2024-10-08 11:27:04.048327800,EUROPE-EU,EnergyShot,in-store promo,30.317381190502594,78561,135187.5416933879,60,95
10081,2023-12-24 18:47:58.248396020,TH-EAST,Original,extreme sports,45.26206851751187,283691,248936.83303929743,86,75
10082,2024-08-24 20:37:31.550337672,EUROPE-EU,Sugarfree,f1 sponsorship,40.46596253655116,27084,68500.08758779276,20,99
10083,2023-10-13 09:33:24.878630832,TH-NORTH,EnergyShot,TV Ad,34.617960497052984,238519,206069.57254803172,87,72
10084,2023-02-10 23:08:12.398248639,USA-WEST,EnergyShot,extreme sports,29.27116700572047,208373,184740.3467084313,67,3
10085,2024-11-22 07:57:18.999711744,TH-SOUTH,EnergyShot,Social Media,34.21964643431325,234785,203499.7661181411,11,14
10086,2024-05-29 18:29:11.117682560,TH-SOUTH,EnergyShot,in-store promo,34.50366644053494,114780,111505.95909809126,21,60
10087,2024-09-27 00:03:45.565427544,USA-EAST,Original,extreme sports,42.59212356676128,148770,148410.89787648013,19,77
10088,2025-10-14 12:30:05.667391424,TH-SOUTH,EnergyShot,Social Media,40.75114942710427,242712,209301.7039447417,81,45
10089,2023-01-26 00:04:34.798148150,TH-EAST,Sugarfree,in-store promo,45.744254851526534,97047,96508.266324171,0,96
10090,2024-09-27 05:15:30.500716576,TH-CENTRAL,Sugarfree,extreme sports,37.44429850323898,94467,95206.63935773043,29,34
10091,2025-10-21 05:48:18.909211136,TH-NORTH,Original,TV Ad,30.391884918766035,172260,160210.19065898645,23,45
10092,2023-08-01 05:46:38.704418604,USA-WEST,Original,f1 sponsorship,42.2648957444599,157203,154712.71590597116,13,61
10093,2023-07-19 23:07:30.340944692,TH-SOUTH,Sugarfree,TV Ad,43.21570097233795,108440,106452.49408258658,35,83
10094,2025-08-19 10:26:10.366905072,TH-NORTH,Sugarfree,extreme sports,39.22554395138992,111270,109615.13010496456,68,16
10095,2024-10-21 05:19:24.001859384,USA-EAST,Sugarfree,in-store promo,43.41934359909122,107120,105569.0326413131,74,66
10096,2023-12-16 18:38:47.474413872,TH-EAST,EnergyShot,in-store promo,37.87591192728782,236359,204302.41239969752,23,40
10097,2025-07-16 16:25:20.064850160,TH-CENTRAL,Sugarfree,f1 sponsorship,38.45465658763988,202797,180380.17311249214,59,17
10098,2023-10-31 13:35:04.981216860,EUROPE-EU,Original,in-store promo,36.55082036717099,161888,216483.43668205055,54,34
10099,2024-08-28 08:20:14.364705928,TH-CENTRAL,Original,TV Ad,28.508382534881903,289699,245094.60566280436,76,16
10100,2024-10-18 09:16:56.411211944,USA-EAST,Sugarfree,f1 sponsorship,30.157828539866088,156167,144832.85925439728,79,60
10101,2024-04-02 01:14:03.351468104,ASIA-PACIFIC,Original,f1 sponsorship,28.628583713734685,54774,63338.77628108977,23,66
10102,2025-06-24 13:36:04.229414160,TH-EAST,EnergyShot,Social Media,40.72820822527561,54279,59618.46208240709,76,66
10103,2025-12-01 13:16:33.141799696,USA-EAST,EnergyShot,f1 sponsorship,34.287119621526536,112487,109133.00785432383,23,90
10104,2023-01-13 15:59:15.742540449,TH-CENTRAL,Original,in-store promo,38.17141382329406,272164,236508.91787049017,53,13
10105,2024-08-13 13:46:38.905261288,EUROPE-EU,EnergyShot,Social Media,46.15132947852186,138037,154642.61099417496,25,56
10106,2023-05-03 15:21:16.764865278,USA-EAST,Sugarfree,in-store promo,32.9858445829775,105456,104357.30321602583,65,31
10107,2024-03-18 11:01:30.681971408,TH-CENTRAL,Original,in-store promo,36.207658460712594,129087,129833.35890220391,79,34
10108,2023-09-15 09:32:53.820876992,EUROPE-EU,EnergyShot,in-store promo,43.11102277086097,139513,169719.02148093417,37,39
10109,2024-09-17 12:23:58.348075064,TH-SOUTH,Original,Social Media,32.575963309832446,197905,180589.93162756844,64,67
10110,2023-08-17 03:33:50.542287768,TH-SOUTH,Sugarfree,in-store promo,29.53959819657586,77134,80783.901956581,74,8
10111,2024-02-18 05:02:30.028324952,ASIA-PACIFIC,EnergyShot,f1 sponsorship,33.79502905827536,294587,245406.3353090352,50,87
10112,2023-05-15 03:06:37.497756476,USA-WEST,Sugarfree,in-store promo,31.22442574508009,175166,158954.44539655777,34,78
10113,2023-12-02 17:55:38.899433212,EUROPE-EU,Original,extreme sports,46.59395304685146,10,77137.66355845585,42,55
10114,2023-10-08 00:35:41.079264040,TH-SOUTH,Original,extreme sports,44.16240759128834,256444,228727.05066922674,28,27
10115,2024-09-09 17:23:45.695594800,ASIA-PACIFIC,EnergyShot,f1 sponsorship,40.66807513020847,60829,64927.68621588576,36,93
10116,2025-11-29 23:33:35.673165216,TH-EAST,Sugarfree,extreme sports,45.429211803754356,273744,231547.08663550255,80,53
10117,2024-01-08 09:38:35.935990860,TH-NORTH,EnergyShot,extreme sports,44.07344153798229,299548,249313.13125779649,57,39
10118,2025-08-12 15:41:37.558450240,TH-EAST,Original,Social Media,31.731401177720716,211418,190086.35983130077,53,65
10119,2023-07-27 01:07:00.484736978,EUROPE-EU,EnergyShot,extreme sports,45.85117996979956,212335,204089.44421479796,38,17
10120,2025-05-29 10:06:37.857919408,ASIA-PACIFIC,Sugarfree,in-store promo,38.786844838313016,121515,117460.56729349728,41,30
10121,2024-10-06 19:46:55.963042624,TH-CENTRAL,Original,f1 sponsorship,44.14880310328125,270063,238315.37054678675,27,53
10122,2024-09-10 22:29:12.712309840,TH-SOUTH,EnergyShot,f1 sponsorship,45.92182599846986,170593,155942.79322167352,28,13
10123,2025-04-25 11:39:44.057224688,USA-WEST,Original,Social Media,34.36006949943728,218664,196477.68931951097,42,21
10124,2025-01-02 10:06:23.770503752,TH-NORTH,EnergyShot,TV Ad,30.201038490553536,278913,234821.5431822559,2,19
10125,2025-06-11 09:14:10.108247248,USA-EAST,Sugarfree,TV Ad,32.55870325083883,294005,245035.99519510166,9,53
10126,2025-09-18 01:36:16.827193856,TH-NORTH,EnergyShot,in-store promo,36.54215577252513,252825,216640.87131933487,58,19
10127,2025-04-04 07:21:47.717384672,TH-CENTRAL,Sugarfree,Social Media,44.36029531844986,113443,110603.501396406,13,57
10128,2023-03-22 10:30:49.239753189,USA-EAST,EnergyShot,TV Ad,45.21461166512687,290745,243309.50331041648,75,25
10129,2023-08-16 15:59:03.221764700,USA-WEST,EnergyShot,f1 sponsorship,28.139042610623815,197493,175623.90624871437,46,86
10130,2024-11-14 12:53:09.727660112,USA-WEST,EnergyShot,Social Media,38.214946051551316,280538,236128.49527039196,41,31
10131,2025-06-17 02:04:00.386885568,USA-WEST,Original,f1 sponsorship,36.34822006297558,202118,185221.00516287037,31,81
10132,2025-01-18 18:47:53.936569936,ASIA-PACIFIC,Sugarfree,TV Ad,32.442156209414605,114398,111447.7923695441,31,55
10133,2023-01-10 04:27:38.726175604,ASIA-PACIFIC,EnergyShot,TV Ad,30.397307346673657,129505,124004.90482856319,41,23
10134,2023-04-08 01:27:12.938255813,USA-WEST,Original,extreme sports,34.75230342807256,169556,160094.3554205881,31,32
10135,2024-08-27 01:10:46.730673360,TH-SOUTH,EnergyShot,Social Media,46.858194078250385,241744,208002.9683119764,25,62
